Ciudad;Habitaciones;Banhos;Superficie;Terraza;Ascensor;Parking;Tipo_vivienda;Calle;Precio;Barrio;Renta
Bilbao;2;2;67;N;S;N;Piso;"Alameda Gregorio de la Revilla; Indautxu";1000;Indautxu;40401
Bilbao;3;2;90;S;S;N;Piso;"Blas  de Otero 14. Bilbao; Deusto";1300;Deusto;28537
Bilbao;3;2;130;N;S;N;Piso;Deusto;1200;Deusto;28537
Bilbao;2;1;61;N;S;N;Piso;Basurtu - Zorrotza;850;Basurtu;29709
Bilbao;3;2;105;S;S;N;Piso;"Muelle Sirgueras; Basurtu - Zorrotza";1450;Basurtu;29709
Bilbao;1;1;60;N;S;N;Piso;"Paseo Uribitarte; Abando - Albia";1200;Abando;40300
Bilbao;2;1;55;N;N;N;Piso;Ibaiondo;850;Ibaiondo;30491
Bilbao;2;1;70;N;S;N;Piso;"Manuel Allende; Indautxu";850;Indautxu;40401
Bilbao;4;4;180;N;S;N;Piso;"Manuel Allende; Indautxu";1950;Indautxu;40401
Bilbao;2;2;67;N;S;N;Piso;"Alameda Gregorio de la Revilla; 3; Indautxu";1000;Indautxu;40401
Bilbao;3;1;70;N;S;N;Piso;"Calle Iturribide; 76; Ibaiondo";900;Ibaiondo;30491
Bilbao;3;3;105;N;S;N;Piso;" Islas Canarias ; 97; Deusto";1205;Deusto;28537
Bilbao;2;1;67;N;S;N;Piso;"Bilbao - Plaza Reverendo Hermano Santiago Lasalle; Ibaiondo";750;Ibaiondo;30491
Bilbao;3;2;110;S;S;N;Piso;"Calle Islas Canarias; Deusto";1150;Deusto;28537
Bilbao;3;2;105;N;S;S;Piso;"Calle Islas Canarias; 97; Deusto";1150;Deusto;28537
Bilbao;2;2;80;N;S;N;Piso;Abando - Albia;1400;Abando;40300
Bilbao;2;2;100;N;N;N;Piso;Bego√±a - Santutxu;1100;Santutxu;18165
Bilbao;3;2;100;N;N;N;Piso;Bego√±a - Santutxu;1200;Santutxu;18165
Bilbao;1;1;80;N;N;N;Piso;Indautxu;850;Indautxu;40401
Bilbao;2;0;75;N;N;N;Piso;Deusto;850;Deusto;28537
Bilbao;2;2;70;N;N;N;Piso;Deusto;1000;Deusto;28537
Bilbao;4;2;100;N;N;N;Piso;Ibaiondo;1200;Ibaiondo;30491
Bilbao;1;1;50;N;S;N;Apartamento;"Mazarredo Zumarkalea; Abando - Albia";975;Abando;40300
Bilbao;3;2;110;S;S;N;Piso;Errekalde;1100;Errekalde;21172
Bilbao;1;1;63;S;S;N;Apartamento;"Biarritz Kalea; Errekalde";860;Errekalde;21172
Bilbao;2;2;75;N;S;N;Piso;Indautxu;1900;Indautxu;40401
Bilbao;2;1;60;N;S;N;Piso;Errekalde;990;Errekalde;21172
Bilbao;4;2;90;N;S;N;Piso;Indautxu;1250;Indautxu;40401
Bilbao;4;2;104;N;S;N;Piso;"Euskalduna Kalea; Abando - Albia";1100;Abando;40300
Bilbao;2;1;86;N;S;N;Piso;Basurtu - Zorrotza;990;Basurtu;29709
Bilbao;1;1;50;N;N;N;Piso;Abando - Albia;825;Abando;40300
Bilbao;2;2;125;S;S;N;Piso;"Zirgariak Kaia; Basurtu - Zorrotza";1400;Basurtu;29709
Bilbao;2;2;95;N;S;N;Piso;Abando - Albia;2500;Abando;40300
Bilbao;2;2;90;N;S;N;Piso;Indautxu;1650;Indautxu;40401
Bilbao;1;1;45;N;S;N;Apartamento;Ibaiondo;750;Ibaiondo;30491
Bilbao;2;1;73;N;N;N;Piso;Ibaiondo;1300;Ibaiondo;30491
Bilbao;2;1;70;N;S;N;Apartamento;Abando - Albia;1200;Abando;40300
Bilbao;1;1;74;N;S;N;Apartamento;"Calle Belosticalle; Ibaiondo";1190;Ibaiondo;30491
Bilbao;1;1;50;N;N;N;Piso;Ibaiondo;900;Ibaiondo;30491
Bilbao;3;2;83;N;N;N;Piso;Ibaiondo;1200;Ibaiondo;30491
Bilbao;2;1;80;N;S;N;Piso;"Prim Kalea; Ibaiondo";1200;Ibaiondo;30491
Bilbao;4;2;140;N;S;N;Piso;Indautxu;1750;Indautxu;40401
Bilbao;3;2;85;S;S;S;Apartamento;"Calle Henao; Abando - Albia";900;Abando;40300
Bilbao;3;2;110;N;S;N;Piso;"Marcelino Oreja; Indautxu";1300;Indautxu;40401
Bilbao;4;2;101;N;N;N;Piso;"Basurto Kastejana; Basurtu - Zorrotza";950;Basurtu;29709
Bilbao;2;1;74;N;S;N;Piso;"Avenida Juan Antonio Zunzunegui; Basurtu - Zorrotza";1295;Basurtu;29709
Bilbao;1;1;60;N;S;N;Apartamento;"Calle Belostikale; Ibaiondo";1190;Ibaiondo;30491
Bilbao;3;1;89;N;N;N;Piso;"Calle San Francisco; Ibaiondo";950;Ibaiondo;30491
Bilbao;2;2;100;N;S;N;Piso;"Calle Juan Ajuriaguerra; Abando - Albia";1200;Abando;40300
Bilbao;9;3;340;N;N;N;Piso;"Alameda Recalde; 34; Abando - Albia";5000;Abando;40300
Bilbao;3;1;90;N;S;N;Piso;Basurtu - Zorrotza;1150;Basurtu;29709
Bilbao;3;2;80;N;N;N;Piso;Ibaiondo;1400;Ibaiondo;30491
Bilbao;2;2;100;N;S;N;Piso;Abando - Albia;2500;Abando;40300
Bilbao;2;1;80;N;S;N;Piso;"Calle Fern√°ndez del Campo; Abando - Albia";900;Abando;40300
Bilbao;2;2;85;N;S;N;Piso;Indautxu;1200;Indautxu;40401
Bilbao;3;1;86;S;S;N;Piso;"Calle Arsuaga; 2; Bego√±a - Santutxu";850;Santutxu;18165
Bilbao;3;2;111;N;N;N;Piso;Ibaiondo;1300;Ibaiondo;30491
Bilbao;1;1;56;N;S;N;Apartamento;Indautxu;780;Indautxu;40401
Bilbao;3;2;75;N;S;N;Piso;Indautxu;1500;Indautxu;40401
Bilbao;2;2;80;N;S;N;Piso;"Calle Quintana; 1; Ibaiondo";1200;Ibaiondo;30491
Bilbao;1;1;40;N;S;N;Piso;Deusto;750;Deusto;28537
Bilbao;2;2;87;S;S;N;Piso;Abando - Albia;1560;Abando;40300
Bilbao;2;1;65;N;S;N;Piso;"Calle Santa Clara; Bego√±a - Santutxu";750;Santutxu;18165
Bilbao;1;2;98;N;S;N;Piso;"M√°ximo Aguirre; Indautxu";1600;Indautxu;40401
Bilbao;4;2;148;N;S;N;Piso;"Maria Diaz de Haro; Indautxu";1780;Indautxu;40401
Bilbao;3;1;89;N;S;N;Piso;Indautxu;900;Indautxu;40401
Bilbao;2;2;70;N;S;N;Piso;"Trist√°n de Leguizam√≥n Kalea; Uribarri";1200;Uribarri;18654
Bilbao;2;2;75;N;S;N;Piso;"Avenida Lehendakari Aguirre; Deusto";1050;Deusto;28537
Bilbao;2;2;75;N;S;N;Piso;"Calle Islas Canarias; Deusto";900;Deusto;28537
Bilbao;3;1;76;N;S;N;Piso;Indautxu;900;Indautxu;40401
Bilbao;1;1;54;N;S;N;Apartamento;Abando - Albia;800;Abando;40300
Bilbao;1;2;130;N;S;N;Piso;Abando - Albia;1800;Abando;40300
Bilbao;3;2;110;S;S;N;Piso;"Calle Zabalbide; Ibaiondo";1000;Ibaiondo;30491
Bilbao;3;2;96;S;S;N;Piso;"Antonio de Trueba Kalea; Errekalde";950;Errekalde;21172
Bilbao;1;1;70;N;S;N;Piso;Abando - Albia;1400;Abando;40300
Bilbao;3;2;93;N;S;N;Piso;"Calle Luis Bri√±as; Basurtu - Zorrotza";1100;Basurtu;29709
Bilbao;3;2;75;N;S;N;Piso;" Lasalle Santiago Reverendo ; 2; Bego√±a - Santutxu";1125;Santutxu;18165
Bilbao;2;2;95;N;N;N;Piso;Abando - Albia;1100;Abando;40300
Bilbao;2;1;67;N;S;N;Piso;"Calle General Salazar; Errekalde";875;Errekalde;21172
Bilbao;3;2;91;N;S;N;Piso;"Traves√≠a Zabala; Ibaiondo";1000;Ibaiondo;30491
Bilbao;3;1;89;N;N;N;Piso;Ibaiondo;950;Ibaiondo;30491
Bilbao;4;2;140;N;S;N;Piso;Abando - Albia;1600;Abando;40300
Bilbao;3;2;90;N;S;N;Piso;Indautxu;1200;Indautxu;40401
Bilbao;1;1;60;N;S;N;Apartamento;Abando - Albia;1150;Abando;40300
Bilbao;1;1;73;N;S;N;Piso;"Alameda de Mazarredo; Abando - Albia";1300;Abando;40300
Bilbao;3;2;70;N;N;N;Piso;Ibaiondo;1200;Ibaiondo;30491
Bilbao;3;1;90;N;S;N;Piso;"Mediterraneo Itsasoaren Kalea; Deusto";1050;Deusto;28537
Bilbao;3;1;85;N;S;N;Piso;"Calle Encarnaci√≥n; Ibaiondo";1150;Ibaiondo;30491
Bilbao;4;2;135;N;S;N;Piso;"Autonomia Kalea; Errekalde";1200;Errekalde;21172
Bilbao;1;1;70;N;S;N;Piso;Errekalde;860;Errekalde;21172
Bilbao;1;1;80;N;N;N;Piso;"Txakur Kalea; Ibaiondo";1290;Ibaiondo;30491
Bilbao;1;1;62;S;S;N;Apartamento;Errekalde;860;Errekalde;21172
Bilbao;2;2;85;N;S;N;Piso;"Alameda Gregorio de la Revilla; Indautxu";1200;Indautxu;40401
Bilbao;1;1;52;N;S;N;Apartamento;"Calle M√∫gica y Butr√≥n; Uribarri";920;Uribarri;18654
Bilbao;3;1;70;N;N;N;Piso;Uribarri;890;Uribarri;18654
Bilbao;1;1;52;N;S;N;Apartamento;"Alameda de Mazarredo; Abando - Albia";850;Abando;40300
Bilbao;3;1;68;N;N;N;Piso;"Calle Juan Ajuriaguerra; Abando - Albia";920;Abando;40300
Bilbao;1;1;50;N;S;N;Piso;"Nerbioi; Abando - Albia";850;Abando;40300
Bilbao;1;1;79;N;S;N;Apartamento;"Quintana; Ibaiondo";1125;Ibaiondo;30491
Bilbao;2;1;80;N;S;N;Piso;"Blas de Otero Kalea; Deusto";850;Deusto;28537
Bilbao;3;2;93;N;S;N;Piso;"Astarloa Kalea; Abando - Albia";1500;Abando;40300
Bilbao;2;1;55;N;S;N;Piso;"Zamakola; Ibaiondo";640;Ibaiondo;30491
Bilbao;2;2;88;N;S;N;Piso;"Calle Henao; Abando - Albia";1250;Abando;40300
Bilbao;1;1;45;N;S;N;Apartamento;"Calle Heros; Abando - Albia";795;Abando;40300
Bilbao;3;2;80;N;S;N;Piso;Deusto;1200;Deusto;28537
Bilbao;1;1;46;N;S;N;Apartamento;"Alameda de Mazarredo; Abando - Albia";1200;Abando;40300
Bilbao;2;1;65;S;S;N;Piso;"Traves√≠a Iturriaga; Bego√±a - Santutxu";825;Santutxu;18165
Bilbao;1;1;65;N;S;N;Piso;Ibaiondo;1190;Ibaiondo;30491
Bilbao;1;1;50;N;S;N;Apartamento;"Calle Ledesma; Abando - Albia";750;Abando;40300
Bilbao;2;2;73;N;S;N;Piso;"Calle Villar√≠as; Abando - Albia";1100;Abando;40300
Bilbao;3;2;100;N;N;N;Piso;Deusto;1100;Deusto;28537
Bilbao;3;2;135;S;S;N;Estudio;"Calle Licenciado Poza; Indautxu";750;Indautxu;40401
Bilbao;3;2;101;N;S;N;Piso;"Doctor Entrecanales; 13; Errekalde";1100;Errekalde;21172
Bilbao;3;1;86;N;N;N;Piso;Ibaiondo;950;Ibaiondo;30491
Bilbao;2;2;78;N;S;N;Piso;Indautxu;1350;Indautxu;40401
Bilbao;3;1;20;N;S;N;Piso;"Calle Pablo de Alzola; 11; Basurtu - Zorrotza";360;Basurtu;29709
Bilbao;3;2;90;N;N;N;Piso;Indautxu;950;Indautxu;40401
Bilbao;3;2;90;N;N;N;Piso;Deusto;900;Deusto;28537
Bilbao;4;2;125;N;N;N;Piso;Deusto;1400;Deusto;28537
Bilbao;2;1;70;N;N;N;Piso;Indautxu;950;Indautxu;40401
Bilbao;2;1;70;N;S;N;Piso;"Calle Luzarra; Deusto";850;Deusto;28537
Bilbao;1;1;50;S;S;N;Piso;"Calle Uribarri; Uribarri";730;Uribarri;18654
Bilbao;3;2;100;S;S;N;Piso;"Grupo Tomas Zubiria Ybarra; Uribarri";1000;Uribarri;18654
Bilbao;3;2;100;N;N;N;Piso;Deusto;1400;Deusto;28537
Bilbao;3;2;100;N;N;N;Piso;Deusto;1100;Deusto;28537
Bilbao;2;2;88;N;S;N;Piso;"Calle Henao; Abando - Albia";1350;Abando;40300
Bilbao;2;2;100;N;S;S;Piso;"Muelle Sirgueras; Basurtu - Zorrotza";1000;Basurtu;29709
Bilbao;2;2;80;N;S;N;Piso;"Rodr√≠guez Arias; Indautxu";1100;Indautxu;40401
Bilbao;1;1;53;N;S;N;Piso;Abando - Albia;1350;Abando;40300
Bilbao;2;1;70;S;S;N;Piso;Uribarri;1000;Uribarri;18654
Bilbao;1;1;40;N;S;N;Apartamento;Abando - Albia;780;Abando;40300
Bilbao;4;2;120;N;N;N;Piso;Deusto;1400;Deusto;28537
Bilbao;2;1;75;N;S;N;Piso;"Calle de Elcano; Abando - Albia";800;Abando;40300
Bilbao;1;2;75;N;S;N;Apartamento;"Gran V√≠a Don Diego L√≥pez de Haro; Abando - Albia";1500;Abando;40300
Bilbao;2;1;63;N;N;N;Piso;Ibaiondo;900;Ibaiondo;30491
Bilbao;3;2;115;N;S;N;Piso;"Calle Autonom√≠a; Indautxu";1200;Indautxu;40401
Bilbao;3;2;100;N;N;N;Piso;Indautxu;1150;Indautxu;40401
Bilbao;3;1;80;N;S;N;Piso;Ibaiondo;950;Ibaiondo;30491
Bilbao;3;2;92;N;S;N;Piso;"Calle Dolores Ib√°rruri; Errekalde";1250;Errekalde;21172
Bilbao;3;2;100;N;N;N;Piso;"Avenida Madariaga; Deusto";1100;Deusto;28537
Bilbao;3;2;115;N;N;N;Piso;Ibaiondo;1050;Ibaiondo;30491
Bilbao;3;2;135;N;N;N;Piso;"Calle Autonom√≠a; 12; Indautxu";1200;Indautxu;40401
Bilbao;1;1;73;N;S;N;Piso;"Calle Belosticalle; Ibaiondo";1190;Ibaiondo;30491
Bilbao;3;2;100;N;N;N;Piso;Deusto;1100;Deusto;28537
Bilbao;4;2;125;N;N;N;Piso;Deusto;1450;Deusto;28537
Bilbao;3;2;100;N;N;N;Piso;Indautxu;900;Indautxu;40401
Bilbao;1;1;34;N;S;N;Apartamento;Indautxu;800;Indautxu;40401
Bilbao;3;1;82;N;S;N;Piso;"Calle Doctor Alberca; Uribarri";800;Uribarri;18654
Bilbao;2;1;60;N;S;N;Piso;Abando - Albia;1300;Abando;40300
Bilbao;3;2;200;N;S;N;Piso;Abando - Albia;3000;Abando;40300
Bilbao;1;1;0;N;S;N;Piso;"Alameda de Mazarredo; Abando - Albia";975;Abando;40300
Bilbao;4;1;100;N;S;N;Piso;"Avenida Montevideo; Basurtu - Zorrotza";1200;Basurtu;29709
Bilbao;2;1;65;N;N;N;Piso;"Tellagorri; Basurtu - Zorrotza";800;Basurtu;29709
Bilbao;5;8;230;N;S;N;Piso;Abando - Albia;1500;Abando;40300
Bilbao;3;2;100;N;N;N;Piso;Deusto;1100;Deusto;28537
Bilbao;4;2;133;N;S;N;Piso;Abando - Albia;0;Abando;40300
Bilbao;2;1;65;N;S;N;Piso;Abando - Albia;830;Abando;40300
Bilbao;4;1;115;N;S;N;Piso;"Traves√≠a Masustegi; Bego√±a - Santutxu";1300;Santutxu;18165
Bilbao;3;1;90;N;S;N;Piso;"Alameda San Mam√©s; 45; Indautxu";1100;Indautxu;40401
Bilbao;1;1;45;N;N;N;Apartamento;"Calle San Francisco; 44; Abando - Albia";700;Abando;40300
Bilbao;1;1;45;N;S;N;Apartamento;"Calle P√©rez Gald√≥s; Indautxu";850;Indautxu;40401
Bilbao;3;2;100;N;N;N;Piso;Deusto;1150;Deusto;28537
Bilbao;3;2;90;N;N;N;Piso;"Calle Blas de Otero; Deusto";1000;Deusto;28537
Bilbao;2;2;65;N;S;N;Piso;Abando - Albia;1500;Abando;40300
Bilbao;3;2;100;N;N;N;Piso;Deusto;1000;Deusto;28537
Bilbao;2;2;95;N;S;S;Piso;"Alameda de Mazarredo; Abando - Albia";1350;Abando;40300
Bilbao;1;1;75;N;S;N;Apartamento;"Gran V√≠a Don Diego L√≥pez de Haro; Abando - Albia";1100;Abando;40300
Bilbao;1;1;65;N;S;N;Apartamento;"Calle Belostikale; Ibaiondo";890;Ibaiondo;30491
Bilbao;2;1;75;N;N;N;Piso;Ibaiondo;850;Ibaiondo;30491
Bilbao;2;1;65;N;N;N;Piso;Ibaiondo;850;Ibaiondo;30491
Bilbao;2;2;90;N;S;N;Piso;"Calle Doctores Carmelo Gil; Errekalde";950;Errekalde;21172
Bilbao;3;2;95;N;N;N;Piso;Deusto;1200;Deusto;28537
Bilbao;3;1;85;N;S;N;Piso;Abando - Albia;1100;Abando;40300
Bilbao;3;1;125;N;S;N;Piso;"Traves√≠a Uribitarte; Abando - Albia";1200;Abando;40300
Bilbao;3;2;97;S;S;N;Piso;"Calle Arane; Errekalde";1100;Errekalde;21172
Bilbao;3;2;109;N;S;N;Piso;"Hurtado de √É¬Åmezaga; Abando - Albia";1550;Abando;40300
Bilbao;1;1;74;N;S;N;Apartamento;Ibaiondo;890;Ibaiondo;30491
Bilbao;2;2;108;N;S;N;Piso;"Puente de Deustu; Abando - Albia";2200;Abando;40300
Bilbao;2;2;108;N;S;N;Piso;"Puente de Deustu; Abando - Albia";1900;Abando;40300
Bilbao;1;2;65;N;S;N;Piso;"Gran V√≠a Don Diego L√≥pez de Haro; Abando - Albia";1100;Abando;40300
Bilbao;3;2;149;S;S;N;Piso;"Plaza de Moraza; Uribarri";1200;Uribarri;18654
Bilbao;3;2;100;N;N;N;Piso;Deusto;1100;Deusto;28537
Bilbao;2;2;65;N;S;N;Piso;Uribarri;1250;Uribarri;18654
Bilbao;1;1;65;N;S;N;Apartamento;"Calle Belostikale; Ibaiondo";1190;Ibaiondo;30491
Bilbao;1;1;40;N;S;N;Apartamento;"Calle Fern√°ndez del Campo; Indautxu";800;Indautxu;40401
Bilbao;2;2;65;N;S;N;Piso;Ibaiondo;950;Ibaiondo;30491
Bilbao;1;1;65;N;S;N;Apartamento;"Calle Belostikale; Ibaiondo";990;Ibaiondo;30491
Bilbao;3;2;110;N;S;N;Piso;"Gran V√≠a Don Diego L√≥pez de Haro; Abando - Albia";1350;Abando;40300
Bilbao;1;1;100;N;S;N;Piso;Abando - Albia;2000;Abando;40300
Bilbao;2;2;85;N;S;N;Piso;Indautxu;1650;Indautxu;40401
Bilbao;2;2;71;N;S;N;Piso;Abando - Albia;1400;Abando;40300
Bilbao;1;2;50;N;S;N;Piso;Basurtu - Zorrotza;1000;Basurtu;29709
